Position,Track Name,Artist,Streams,URL,Country,Start Date,End Date 
104,The Mack,Nevada,4642277,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,global,2017-02-03,2017-02-10
105,La Bicicleta,Carlos Vives,4593178,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,global,2017-02-03,2017-02-10
106,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,4582175,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,global,2017-02-03,2017-02-10
107,Panda,Desiigner,4535589,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,global,2017-02-03,2017-02-10
108,Traicionera,Sebastian Yatra,4509824,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,global,2017-02-03,2017-02-10
109,Sacrifices,Big Sean,4495180,https://open.spotify.com/track/1r0faljjM2b876iNoaDUh5,global,2017-02-03,2017-02-10
110,Deja Vu,J. Cole,4492331,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,global,2017-02-03,2017-02-10
111,Jump Out The Window,Big Sean,4485894,https://open.spotify.com/track/1jQsKN68yE94tMYml0wHMd,global,2017-02-03,2017-02-10
112,Romantic - NOTD Remix,Stanaj,4485187,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,global,2017-02-03,2017-02-10
113,Too Good,Drake,4445019,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,global,2017-02-03,2017-02-10
114,Swang,Rae Sremmurd,4431937,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,global,2017-02-03,2017-02-10
115,Sneakin’,Drake,4418232,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,global,2017-02-03,2017-02-10
116,Love Yourself,Justin Bieber,4392341,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,global,2017-02-03,2017-02-10
117,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,4344763,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,global,2017-02-03,2017-02-10
118,Not Going Home (feat. Gia Koka),DVBBS,4311752,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,global,2017-02-03,2017-02-10
119,The Other,Lauv,4251410,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,global,2017-02-03,2017-02-10
120,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4243042,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,global,2017-02-03,2017-02-10
121,Oceans Away,A R I Z O N A,4238784,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,global,2017-02-03,2017-02-10
122,Sorry,Justin Bieber,4226586,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,global,2017-02-03,2017-02-10
123,Capsize,FRENSHIP,4221429,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,global,2017-02-03,2017-02-10
124,goosebumps,Travis Scott,4174471,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,global,2017-02-03,2017-02-10
125,No Heart,21 Savage,4117126,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,global,2017-02-03,2017-02-10
126,Light,San Holo,4112114,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,global,2017-02-03,2017-02-10
127,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,4040792,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,global,2017-02-03,2017-02-10
128,Kelly Price (feat. Travis Scott),Migos,4035322,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld,global,2017-02-03,2017-02-10
129,Fresh Eyes,Andy Grammer,4034378,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,global,2017-02-03,2017-02-10
130,Controlla,Drake,4007402,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,global,2017-02-03,2017-02-10
131,Love On The Brain,Rihanna,4006277,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,global,2017-02-03,2017-02-10
132,Needed Me,Rihanna,3938194,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,global,2017-02-03,2017-02-10
133,Shout Out to My Ex,Little Mix,3938052,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,global,2017-02-03,2017-02-10
134,Gyal You A Party Animal - Remix,Charly Black,3933234,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,global,2017-02-03,2017-02-10
135,Work,Rihanna,3800785,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,global,2017-02-03,2017-02-10
136,Setting Fires,The Chainsmokers,3795798,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,global,2017-02-03,2017-02-10
137,Owe Me,Big Sean,3793026,https://open.spotify.com/track/1u0MOgWF1bbylVxpJG2ZjB,global,2017-02-03,2017-02-10
138,The Ocean (feat. Shy Martin),Mike Perry,3784373,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,global,2017-02-03,2017-02-10
139,7 Years,Lukas Graham,3749986,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,global,2017-02-03,2017-02-10
140,Hymn for the Weekend - Seeb Remix,Coldplay,3728218,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,global,2017-02-03,2017-02-10
141,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,3718916,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,global,2017-02-03,2017-02-10
142,Love on Me,Galantis,3709979,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,global,2017-02-03,2017-02-10
143,Into You,Ariana Grande,3695721,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,global,2017-02-03,2017-02-10
144,This Town,Niall Horan,3690024,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,global,2017-02-03,2017-02-10
145,Cake By The Ocean,DNCE,3678015,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,global,2017-02-03,2017-02-10
146,Both (feat. Drake),Gucci Mane,3652239,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,global,2017-02-03,2017-02-10
147,Andas En Mi Cabeza,Chino & Nacho,3633198,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,global,2017-02-03,2017-02-10
148,Body Like A Back Road,Sam Hunt,3632630,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,global,2017-02-03,2017-02-10
149,So Good (feat. Ty Dolla $ign),Zara Larsson,3610539,https://open.spotify.com/track/54LGxQGf5LPXNGjtzDZ5IE,global,2017-02-03,2017-02-10
150,Shaky Shaky,Daddy Yankee,3571008,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,global,2017-02-03,2017-02-10
151,Slippery (feat. Gucci Mane),Migos,3557660,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,global,2017-02-03,2017-02-10
152,Te Quiero Pa´Mi,Don Omar,3542528,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,global,2017-02-03,2017-02-10
153,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,3486323,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,global,2017-02-03,2017-02-10
154,Final Song,MØ,3470412,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,global,2017-02-03,2017-02-10
155,Sidewalks,The Weeknd,3459690,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,global,2017-02-03,2017-02-10
156,pick up the phone,Young Thug,3456254,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,global,2017-02-03,2017-02-10
157,Let It Go,James Bay,3434220,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,global,2017-02-03,2017-02-10
158,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,3412031,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,global,2017-02-03,2017-02-10
159,Light,Big Sean,3409899,https://open.spotify.com/track/0URaKGzNTtzKRtsJN1RkA9,global,2017-02-03,2017-02-10
160,Chillax (feat. Ky-Mani Marley),Farruko,3387477,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,global,2017-02-03,2017-02-10
161,Six Feet Under,The Weeknd,3378903,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,global,2017-02-03,2017-02-10
162,Send My Love (To Your New Lover),Adele,3374780,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,global,2017-02-03,2017-02-10
163,Voices In My Head/Stick To The Plan,Big Sean,3370644,https://open.spotify.com/track/2pzuU8vLaG8W1P31X65ZP9,global,2017-02-03,2017-02-10
164,Sooner Or Later,Aaron Carter,3368804,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe,global,2017-02-03,2017-02-10
165,Lean On (feat. MØ & DJ Snake),Major Lazer,3361022,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,global,2017-02-03,2017-02-10
166,Love$ick,Mura Masa,3360361,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,global,2017-02-03,2017-02-10
167,Middle,DJ Snake,3308481,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,global,2017-02-03,2017-02-10
168,Dancing On My Own,Calum Scott,3298976,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,global,2017-02-03,2017-02-10
169,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,3268609,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,global,2017-02-03,2017-02-10
170,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3249713,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,global,2017-02-03,2017-02-10
171,PILLOWTALK,ZAYN,3244633,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,global,2017-02-03,2017-02-10
172,La Rompe Corazones,Daddy Yankee,3173183,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,global,2017-02-03,2017-02-10
173,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3170286,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,global,2017-02-03,2017-02-10
174,Borro Cassette,Maluma,3168016,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,global,2017-02-03,2017-02-10
175,Hello,Adele,3160883,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,global,2017-02-03,2017-02-10
176,Fast Car,Jonas Blue,3136588,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,global,2017-02-03,2017-02-10
177,Stitches,Shawn Mendes,3126925,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,global,2017-02-03,2017-02-10
178,White Iverson,Post Malone,3105497,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,global,2017-02-03,2017-02-10
179,"Me, Myself & I",G-Eazy,3082473,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,global,2017-02-03,2017-02-10
180,Low Life (feat. The Weeknd),Future,3040100,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,global,2017-02-03,2017-02-10
181,Taped up Heart (feat. Clara Mae),KREAM,3035180,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,global,2017-02-03,2017-02-10
182,Location,Khalid,3030830,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,global,2017-02-03,2017-02-10
183,Let Her Go,Passenger,3024566,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,global,2017-02-03,2017-02-10
184,Used to This (feat. Drake),Future,2991273,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM,global,2017-02-03,2017-02-10
185,Call Casting,Migos,2974088,https://open.spotify.com/track/0jOfl1nZf6sVBTG08Q4brn,global,2017-02-03,2017-02-10
186,All of Me,John Legend,2969129,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,global,2017-02-03,2017-02-10
187,No Role Modelz,J. Cole,2956121,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,global,2017-02-03,2017-02-10
188,'Till I Collapse,Eminem,2946842,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,global,2017-02-03,2017-02-10
189,The Hills,The Weeknd,2938648,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,global,2017-02-03,2017-02-10
190,You Was Right,Lil Uzi Vert,2925092,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,global,2017-02-03,2017-02-10
191,Get Right Witcha,Migos,2924374,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj,global,2017-02-03,2017-02-10
192,Bigger Than Me,Big Sean,2922341,https://open.spotify.com/track/6zpXc7WJ3TqYWb02B6sKyF,global,2017-02-03,2017-02-10
193,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,2920864,https://open.spotify.com/track/0zCfmceT1YvtZXGbR6Roht,global,2017-02-03,2017-02-10
194,Stay With Me,Sam Smith,2901200,https://open.spotify.com/track/5Db9VIdDsN5yu3Eu7CT0i4,global,2017-02-03,2017-02-10
195,I Miss You,Grey,2900036,https://open.spotify.com/track/1sl5tSzfK1JrcQIcA8rYDy,global,2017-02-03,2017-02-10
196,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,2893047,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,global,2017-02-03,2017-02-10
197,What Do You Mean?,Justin Bieber,2888642,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,global,2017-02-03,2017-02-10
198,Sex,Cheat Codes,2865056,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,global,2017-02-03,2017-02-10
199,Never Be Like You,Flume,2858327,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,global,2017-02-03,2017-02-10
200,Party (feat. Usher & Gucci Mane),Chris Brown,2856937,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,global,2017-02-03,2017-02-10
1,Shape of You,Ed Sheeran,53604545,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,global,2017-02-10,2017-02-17
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,30752312,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,global,2017-02-10,2017-02-17
3,Paris,The Chainsmokers,27450026,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,global,2017-02-10,2017-02-17
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,27000772,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,global,2017-02-10,2017-02-17
5,Scared to Be Lonely,Martin Garrix,21134864,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,global,2017-02-10,2017-02-17
6,Castle on the Hill,Ed Sheeran,20590764,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,global,2017-02-10,2017-02-17
7,Chained To The Rhythm,Katy Perry,20121568,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,global,2017-02-10,2017-02-17
8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,20079060,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,global,2017-02-10,2017-02-17
9,Starboy,The Weeknd,18130595,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,global,2017-02-10,2017-02-17
10,Say You Won't Let Go,James Arthur,18117341,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,global,2017-02-10,2017-02-17
11,I Feel It Coming,The Weeknd,17542072,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,global,2017-02-10,2017-02-17
12,Closer,The Chainsmokers,17001358,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,global,2017-02-10,2017-02-17
13,Bad and Boujee (feat. Lil Uzi Vert),Migos,16405496,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,global,2017-02-10,2017-02-17
14,Call On Me - Ryan Riback Extended Remix,Starley,16091067,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,global,2017-02-10,2017-02-17
15,Issues,Julia Michaels,15108625,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,global,2017-02-10,2017-02-17
16,Chantaje (feat. Maluma),Shakira,14343148,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,global,2017-02-10,2017-02-17
17,Don't Wanna Know,Maroon 5,14090079,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,global,2017-02-10,2017-02-17
18,Bad Things (with Camila Cabello),Machine Gun Kelly,13887761,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,global,2017-02-10,2017-02-17
19,Just Hold On,Steve Aoki,13509206,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,global,2017-02-10,2017-02-17
20,"How Far I'll Go - From ""Moana""",Alessia Cara,13275393,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,global,2017-02-10,2017-02-17
21,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,13188944,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,global,2017-02-10,2017-02-17
22,Fake Love,Drake,12655607,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,global,2017-02-10,2017-02-17
23,Let Me Love You,DJ Snake,12243992,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,global,2017-02-10,2017-02-17
24,24K Magic,Bruno Mars,12065251,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,global,2017-02-10,2017-02-17
25,Bounce Back,Big Sean,11750455,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,global,2017-02-10,2017-02-17
26,All Night,The Vamps,11609375,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,global,2017-02-10,2017-02-17
27,Solo Dance,Martin Jensen,11510309,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,global,2017-02-10,2017-02-17
28,Weak,AJR,11339388,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,global,2017-02-10,2017-02-17
29,One Dance,Drake,11046267,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,global,2017-02-10,2017-02-17
30,All Time Low,Jon Bellion,10946453,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,global,2017-02-10,2017-02-17
31,Hear Me Now,Alok,10856347,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,global,2017-02-10,2017-02-17
32,El Amante,Nicky Jam,10183421,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,global,2017-02-10,2017-02-17
33,Reggaetón Lento (Bailemos),CNCO,9961694,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,global,2017-02-10,2017-02-17
34,Shed a Light,Robin Schulz,9682944,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,global,2017-02-10,2017-02-17
35,Side To Side,Ariana Grande,9592596,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,global,2017-02-10,2017-02-17
36,iSpy (feat. Lil Yachty),KYLE,9511808,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,global,2017-02-10,2017-02-17
37,Cold Water (feat. Justin Bieber & MØ),Major Lazer,9466408,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,global,2017-02-10,2017-02-17
38,Now and Later,Sage The Gemini,9417320,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,global,2017-02-10,2017-02-17
39,In the Name of Love,Martin Garrix,9382981,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,global,2017-02-10,2017-02-17
40,Don't Leave,Snakehips,9101506,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,global,2017-02-10,2017-02-17
41,Black Beatles,Rae Sremmurd,8854003,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,global,2017-02-10,2017-02-17
42,I Would Like,Zara Larsson,8759967,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,global,2017-02-10,2017-02-17
43,Starving,Hailee Steinfeld,8402326,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,global,2017-02-10,2017-02-17
44,T-Shirt,Migos,8373656,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,global,2017-02-10,2017-02-17
45,That's What I Like,Bruno Mars,8361576,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,global,2017-02-10,2017-02-17
46,My Way,Calvin Harris,8282873,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,global,2017-02-10,2017-02-17
47,Believer,Imagine Dragons,8142179,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,global,2017-02-10,2017-02-17
48,Love Me Now,John Legend,7891591,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,global,2017-02-10,2017-02-17
49,Alone,Alan Walker,7837224,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,global,2017-02-10,2017-02-17
50,Mercy,Shawn Mendes,7698983,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,global,2017-02-10,2017-02-17
51,Water Under the Bridge,Adele,7538898,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,global,2017-02-10,2017-02-17
52,Congratulations,Post Malone,7290317,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,global,2017-02-10,2017-02-17
53,Otra vez (feat. J Balvin),Zion & Lennox,7191355,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,global,2017-02-10,2017-02-17
54,Human,Rag'n'Bone Man,6944163,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,global,2017-02-10,2017-02-17
55,Sunset Lover,Petit Biscuit,6806683,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,global,2017-02-10,2017-02-17
56,Caroline,Aminé,6744420,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,global,2017-02-10,2017-02-17
57,I Got You,Bebe Rexha,6690526,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,global,2017-02-10,2017-02-17
58,You Don't Know Me - Radio Edit,Jax Jones,6688544,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,global,2017-02-10,2017-02-17
59,Heathens,Twenty One Pilots,6654496,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,global,2017-02-10,2017-02-17
60,Safari,J Balvin,6642647,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,global,2017-02-10,2017-02-17
61,Treat You Better,Shawn Mendes,6482185,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,global,2017-02-10,2017-02-17
62,All We Know,The Chainsmokers,6421412,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,global,2017-02-10,2017-02-17
63,Scars To Your Beautiful,Alessia Cara,6371408,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,global,2017-02-10,2017-02-17
64,Photograph,Ed Sheeran,6245784,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,global,2017-02-10,2017-02-17
65,Moves,Big Sean,6181577,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,global,2017-02-10,2017-02-17
66,It's Gotta Be You,Isaiah Firebrace,6178555,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,global,2017-02-10,2017-02-17
67,Thinking out Loud,Ed Sheeran,6174168,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,global,2017-02-10,2017-02-17
68,Don't Let Me Down (feat. Daya),The Chainsmokers,6112032,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,global,2017-02-10,2017-02-17
69,No Favors,Big Sean,6071785,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8,global,2017-02-10,2017-02-17
70,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,6002279,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,global,2017-02-10,2017-02-17
71,Lot to Learn,Luke Christopher,5929476,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,global,2017-02-10,2017-02-17
72,Touch,Little Mix,5872415,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,global,2017-02-10,2017-02-17
73,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,5790153,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,global,2017-02-10,2017-02-17
74,Party Monster,The Weeknd,5761506,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,global,2017-02-10,2017-02-17
75,By Your Side,Jonas Blue,5753026,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,global,2017-02-10,2017-02-17
76,Make Me (Cry),Noah Cyrus,5715717,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,global,2017-02-10,2017-02-17
77,History,Olivia Holt,5609028,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,global,2017-02-10,2017-02-17
78,Vente Pa' Ca (feat. Maluma),Ricky Martin,5607839,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,global,2017-02-10,2017-02-17
79,Million Reasons,Lady Gaga,5453617,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,global,2017-02-10,2017-02-17
80,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,5448356,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,global,2017-02-10,2017-02-17
81,September Song,JP Cooper,5442749,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,global,2017-02-10,2017-02-17
82,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,5298454,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,global,2017-02-10,2017-02-17
83,Stressed Out,Twenty One Pilots,5191243,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,global,2017-02-10,2017-02-17
84,Lighthouse - Andrelli Remix,Hearts & Colors,5166457,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,global,2017-02-10,2017-02-17
85,Vacaciones,Wisin,5165316,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,global,2017-02-10,2017-02-17
86,Sexual,NEIKED,5149417,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,global,2017-02-10,2017-02-17
87,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5133553,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,global,2017-02-10,2017-02-17
88,Me llamas (feat. Maluma) - Remix,Piso 21,5006050,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,global,2017-02-10,2017-02-17
89,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,4998085,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,global,2017-02-10,2017-02-17
90,Cake - Challenge Version,Flo Rida,4980267,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,global,2017-02-10,2017-02-17
91,Versace on the Floor,Bruno Mars,4948057,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,global,2017-02-10,2017-02-17
92,Body Like A Back Road,Sam Hunt,4945445,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,global,2017-02-10,2017-02-17
93,Redbone,Childish Gambino,4940133,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,global,2017-02-10,2017-02-17
