Position,Track Name,Artist,Streams,URL,Country,Start Date,End Date 
10,Don't Wanna Know,Maroon 5,17666947,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,global,2017-01-20,2017-01-27
11,Fake Love,Drake,16995174,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,global,2017-01-20,2017-01-27
12,Bad and Boujee (feat. Lil Uzi Vert),Migos,16285363,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,global,2017-01-20,2017-01-27
13,Call On Me - Ryan Riback Extended Remix,Starley,16227511,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,global,2017-01-20,2017-01-27
14,Despacito (Featuring Daddy Yankee),Luis Fonsi,16208528,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,global,2017-01-20,2017-01-27
15,Chantaje (feat. Maluma),Shakira,15385694,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,global,2017-01-20,2017-01-27
16,Let Me Love You,DJ Snake,15352727,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,global,2017-01-20,2017-01-27
17,Just Hold On,Steve Aoki,15092583,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,global,2017-01-20,2017-01-27
18,Bad Things (with Camila Cabello),Machine Gun Kelly,14742473,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,global,2017-01-20,2017-01-27
19,24K Magic,Bruno Mars,14519454,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,global,2017-01-20,2017-01-27
20,"How Far I'll Go - From ""Moana""",Alessia Cara,12532775,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,global,2017-01-20,2017-01-27
21,Black Beatles,Rae Sremmurd,12151949,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,global,2017-01-20,2017-01-27
22,One Dance,Drake,12090211,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,global,2017-01-20,2017-01-27
23,Side To Side,Ariana Grande,12037379,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,global,2017-01-20,2017-01-27
24,Cold Water (feat. Justin Bieber & MØ),Major Lazer,11762866,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,global,2017-01-20,2017-01-27
25,All Night,The Vamps,11700052,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,global,2017-01-20,2017-01-27
26,Mercy,Shawn Mendes,11405340,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,global,2017-01-20,2017-01-27
27,In the Name of Love,Martin Garrix,11366964,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,global,2017-01-20,2017-01-27
28,Hear Me Now,Alok,11164986,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,global,2017-01-20,2017-01-27
29,Now and Later,Sage The Gemini,10673070,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,global,2017-01-20,2017-01-27
30,Shed a Light,Robin Schulz,10530366,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,global,2017-01-20,2017-01-27
31,Solo Dance,Martin Jensen,10404056,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,global,2017-01-20,2017-01-27
32,I Would Like,Zara Larsson,10095725,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,global,2017-01-20,2017-01-27
33,Love Me Now,John Legend,10054872,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,global,2017-01-20,2017-01-27
34,Scars To Your Beautiful,Alessia Cara,9992428,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,global,2017-01-20,2017-01-27
35,My Way,Calvin Harris,9919810,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,global,2017-01-20,2017-01-27
36,Starving,Hailee Steinfeld,9861669,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,global,2017-01-20,2017-01-27
37,Reggaetón Lento (Bailemos),CNCO,9576722,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,global,2017-01-20,2017-01-27
38,By Your Side,Jonas Blue,9427335,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,global,2017-01-20,2017-01-27
39,All We Know,The Chainsmokers,9352959,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,global,2017-01-20,2017-01-27
40,All Time Low,Jon Bellion,9331721,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,global,2017-01-20,2017-01-27
41,Bounce Back,Big Sean,9073813,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,global,2017-01-20,2017-01-27
42,Alone,Alan Walker,9059239,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,global,2017-01-20,2017-01-27
43,Heathens,Twenty One Pilots,9013937,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,global,2017-01-20,2017-01-27
44,Treat You Better,Shawn Mendes,8462428,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,global,2017-01-20,2017-01-27
45,Caroline,Aminé,8257196,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,global,2017-01-20,2017-01-27
46,Don't Let Me Down (feat. Daya),The Chainsmokers,8001205,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,global,2017-01-20,2017-01-27
47,Safari,J Balvin,7604273,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,global,2017-01-20,2017-01-27
48,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,7463895,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,global,2017-01-20,2017-01-27
49,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,7453623,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,global,2017-01-20,2017-01-27
50,Weak,AJR,7451716,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,global,2017-01-20,2017-01-27
51,Don't Leave,Snakehips,7098122,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,global,2017-01-20,2017-01-27
52,iSpy (feat. Lil Yachty),KYLE,6747306,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,global,2017-01-20,2017-01-27
53,Human,Rag'n'Bone Man,6597601,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,global,2017-01-20,2017-01-27
54,Make Me (Cry),Noah Cyrus,6501221,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,global,2017-01-20,2017-01-27
55,Otra vez (feat. J Balvin),Zion & Lennox,6463320,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,global,2017-01-20,2017-01-27
56,Water Under the Bridge,Adele,6450859,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,global,2017-01-20,2017-01-27
57,Sunset Lover,Petit Biscuit,6310906,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,global,2017-01-20,2017-01-27
58,Issues,Julia Michaels,6245979,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,global,2017-01-20,2017-01-27
59,The Greatest (feat. Kendrick Lamar),Sia,6217722,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,global,2017-01-20,2017-01-27
60,Lot to Learn,Luke Christopher,6209936,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,global,2017-01-20,2017-01-27
61,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,6199340,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,global,2017-01-20,2017-01-27
62,Photograph,Ed Sheeran,6084830,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,global,2017-01-20,2017-01-27
63,Party Monster,The Weeknd,6052570,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,global,2017-01-20,2017-01-27
64,Sexual,NEIKED,5936146,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,global,2017-01-20,2017-01-27
65,I Got You,Bebe Rexha,5830294,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,global,2017-01-20,2017-01-27
66,Vente Pa' Ca (feat. Maluma),Ricky Martin,5734744,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,global,2017-01-20,2017-01-27
67,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5548546,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,global,2017-01-20,2017-01-27
68,Cheap Thrills,Sia,5489259,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,global,2017-01-20,2017-01-27
69,The Mack,Nevada,5430250,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,global,2017-01-20,2017-01-27
70,El Amante,Nicky Jam,5429512,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,global,2017-01-20,2017-01-27
71,Touch,Little Mix,5386602,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,global,2017-01-20,2017-01-27
72,Redbone,Childish Gambino,5366708,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,global,2017-01-20,2017-01-27
73,It's Gotta Be You,Isaiah Firebrace,5206713,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,global,2017-01-20,2017-01-27
74,T-Shirt,Migos,5186362,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,global,2017-01-20,2017-01-27
75,Deja Vu,J. Cole,5182229,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,global,2017-01-20,2017-01-27
76,Perfect Strangers,Jonas Blue,5148450,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,global,2017-01-20,2017-01-27
77,Ride,Twenty One Pilots,5143212,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,global,2017-01-20,2017-01-27
78,This Is What You Came For (feat. Rihanna),Calvin Harris,5126983,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,global,2017-01-20,2017-01-27
79,X (feat. Future),21 Savage,5053189,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,global,2017-01-20,2017-01-27
80,Lighthouse - Andrelli Remix,Hearts & Colors,5050329,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,global,2017-01-20,2017-01-27
81,Thinking out Loud,Ed Sheeran,5032481,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,global,2017-01-20,2017-01-27
82,Stressed Out,Twenty One Pilots,5003695,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,global,2017-01-20,2017-01-27
83,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,4994590,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,global,2017-01-20,2017-01-27
84,Faded,Alan Walker,4993747,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,global,2017-01-20,2017-01-27
85,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,4930559,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,global,2017-01-20,2017-01-27
86,"i hate u, i love u (feat. olivia o'brien)",gnash,4894401,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,global,2017-01-20,2017-01-27
87,Panda,Desiigner,4875626,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,global,2017-01-20,2017-01-27
88,Versace on the Floor,Bruno Mars,4867526,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,global,2017-01-20,2017-01-27
89,You Don't Know Me - Radio Edit,Jax Jones,4852048,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,global,2017-01-20,2017-01-27
90,Too Good,Drake,4836532,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,global,2017-01-20,2017-01-27
91,No Lie,Sean Paul,4766396,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,global,2017-01-20,2017-01-27
92,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,4734993,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,global,2017-01-20,2017-01-27
93,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4720230,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,global,2017-01-20,2017-01-27
94,Setting Fires,The Chainsmokers,4654371,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,global,2017-01-20,2017-01-27
95,Love Yourself,Justin Bieber,4632741,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,global,2017-01-20,2017-01-27
96,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,4597041,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,global,2017-01-20,2017-01-27
97,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4586490,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,global,2017-01-20,2017-01-27
98,Sorry,Justin Bieber,4574226,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,global,2017-01-20,2017-01-27
99,September Song,JP Cooper,4556972,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,global,2017-01-20,2017-01-27
100,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,4556449,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,global,2017-01-20,2017-01-27
101,Shout Out to My Ex,Little Mix,4502754,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,global,2017-01-20,2017-01-27
102,Vacaciones,Wisin,4456448,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,global,2017-01-20,2017-01-27
103,No Heart,21 Savage,4432037,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,global,2017-01-20,2017-01-27
104,Sneakin’,Drake,4426212,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,global,2017-01-20,2017-01-27
105,Traicionera,Sebastian Yatra,4388565,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,global,2017-01-20,2017-01-27
106,Hymn for the Weekend - Seeb Remix,Coldplay,4340849,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,global,2017-01-20,2017-01-27
107,La Bicicleta,Carlos Vives,4336275,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,global,2017-01-20,2017-01-27
108,Not Going Home (feat. Gia Koka),DVBBS,4265602,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,global,2017-01-20,2017-01-27
109,The Ocean (feat. Shy Martin),Mike Perry,4257683,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,global,2017-01-20,2017-01-27
110,Dile Que Tu Me Quieres,Ozuna,4218021,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,global,2017-01-20,2017-01-27
111,Me llamas (feat. Maluma) - Remix,Piso 21,4197791,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,global,2017-01-20,2017-01-27
112,Work,Rihanna,4188847,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,global,2017-01-20,2017-01-27
113,Fresh Eyes,Andy Grammer,4178854,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,global,2017-01-20,2017-01-27
114,Needed Me,Rihanna,4147978,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,global,2017-01-20,2017-01-27
115,Controlla,Drake,4146487,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,global,2017-01-20,2017-01-27
116,Six Feet Under,The Weeknd,4118498,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,global,2017-01-20,2017-01-27
117,Light,San Holo,4105395,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,global,2017-01-20,2017-01-27
118,Capsize,FRENSHIP,4086174,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,global,2017-01-20,2017-01-27
119,Cake - Challenge Version,Flo Rida,4019442,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,global,2017-01-20,2017-01-27
120,Love On The Brain,Rihanna,4010342,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,global,2017-01-20,2017-01-27
121,Sidewalks,The Weeknd,3931895,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,global,2017-01-20,2017-01-27
122,Swang,Rae Sremmurd,3921221,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,global,2017-01-20,2017-01-27
123,7 Years,Lukas Graham,3918978,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,global,2017-01-20,2017-01-27
124,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,3917356,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,global,2017-01-20,2017-01-27
125,This Town,Niall Horan,3894533,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,global,2017-01-20,2017-01-27
126,Oceans Away,A R I Z O N A,3868357,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,global,2017-01-20,2017-01-27
127,Cake By The Ocean,DNCE,3864011,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,global,2017-01-20,2017-01-27
128,You Was Right,Lil Uzi Vert,3844995,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,global,2017-01-20,2017-01-27
129,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,3786260,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,global,2017-01-20,2017-01-27
130,History,Olivia Holt,3742413,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,global,2017-01-20,2017-01-27
131,Middle,DJ Snake,3738423,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,global,2017-01-20,2017-01-27
132,That's What I Like,Bruno Mars,3697638,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,global,2017-01-20,2017-01-27
133,Into You,Ariana Grande,3693664,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,global,2017-01-20,2017-01-27
134,Dancing On My Own,Calum Scott,3663215,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,global,2017-01-20,2017-01-27
135,Shaky Shaky,Daddy Yankee,3661603,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,global,2017-01-20,2017-01-27
136,Romantic - NOTD Remix,Stanaj,3650171,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,global,2017-01-20,2017-01-27
137,Final Song,MØ,3614285,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,global,2017-01-20,2017-01-27
138,Love on Me,Galantis,3597378,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,global,2017-01-20,2017-01-27
139,Moving On and Getting Over,John Mayer,3596116,https://open.spotify.com/track/1crSsvtU9wZB15dIQXV2QH,global,2017-01-20,2017-01-27
140,Send My Love (To Your New Lover),Adele,3520951,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,global,2017-01-20,2017-01-27
141,pick up the phone,Young Thug,3413370,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,global,2017-01-20,2017-01-27
142,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3397378,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,global,2017-01-20,2017-01-27
143,Fast Car,Jonas Blue,3385739,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,global,2017-01-20,2017-01-27
144,Andas En Mi Cabeza,Chino & Nacho,3381923,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,global,2017-01-20,2017-01-27
145,Lean On (feat. MØ & DJ Snake),Major Lazer,3341301,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,global,2017-01-20,2017-01-27
146,The Other,Lauv,3308598,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,global,2017-01-20,2017-01-27
147,Hello,Adele,3278897,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,global,2017-01-20,2017-01-27
148,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,3278063,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,global,2017-01-20,2017-01-27
149,Roses (feat. ROZES),The Chainsmokers,3253191,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,global,2017-01-20,2017-01-27
150,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3247694,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,global,2017-01-20,2017-01-27
151,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,3241682,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,global,2017-01-20,2017-01-27
152,Taped up Heart (feat. Clara Mae),KREAM,3238263,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,global,2017-01-20,2017-01-27
153,Moves,Big Sean,3233380,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,global,2017-01-20,2017-01-27
154,"Me, Myself & I",G-Eazy,3230242,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,global,2017-01-20,2017-01-27
155,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,3227527,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,global,2017-01-20,2017-01-27
156,Let It Go,James Bay,3168682,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,global,2017-01-20,2017-01-27
157,Sex,Cheat Codes,3155241,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,global,2017-01-20,2017-01-27
158,goosebumps,Travis Scott,3149298,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,global,2017-01-20,2017-01-27
159,Stitches,Shawn Mendes,3148885,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,global,2017-01-20,2017-01-27
160,Gyal You A Party Animal - Remix,Charly Black,3130383,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,global,2017-01-20,2017-01-27
161,Love$ick,Mura Masa,3124888,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,global,2017-01-20,2017-01-27
162,Lush Life,Zara Larsson,3100133,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,global,2017-01-20,2017-01-27
163,Both (feat. Drake),Gucci Mane,3091348,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,global,2017-01-20,2017-01-27
164,Love on the Weekend,John Mayer,3079976,https://open.spotify.com/track/0oiCeOPwm4zhwfyIpAE37y,global,2017-01-20,2017-01-27
165,Oh Lord,MiC LOWRY,3068806,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls,global,2017-01-20,2017-01-27
166,Cocoon,Milky Chance,3045690,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,global,2017-01-20,2017-01-27
167,What Do You Mean?,Justin Bieber,3034432,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,global,2017-01-20,2017-01-27
168,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,3034188,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,global,2017-01-20,2017-01-27
169,The Hills,The Weeknd,3009459,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,global,2017-01-20,2017-01-27
170,Selfish,PnB Rock,2958265,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw,global,2017-01-20,2017-01-27
171,Borro Cassette,Maluma,2957327,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,global,2017-01-20,2017-01-27
172,No Role Modelz,J. Cole,2949958,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,global,2017-01-20,2017-01-27
173,PILLOWTALK,ZAYN,2940777,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,global,2017-01-20,2017-01-27
174,Te Quiero Pa´Mi,Don Omar,2931405,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,global,2017-01-20,2017-01-27
